first_name,last_name,birth_date
Adam,Lopez-Fitzgerald,29-12-1971
Rose,McAllister,07-07-1937
Laurel,Page,05-08-2003
Alberto,Polford,31-12-1985
Patty,Brady,09-01-1992
Dante,Brown,02-08-1977
Rose,Donahue,04-08-2001
Lucky,Carver,09-08-1980
Jake,Morello,09-07-1988
Mohinder,Allen,13-04-1966
Peter,Rojo,14-11-1977
Rose,Nona,04-07-1982
Tony,John,17-08-1991
Jack,St. Clare,04-06-2001
Anita,Mason,15-06-1994
Georgina,Urameshi,10-01-1989
Beanie,Allan,15-01-1951
Charles,Caine,26-02-2001
John,Robert,13-03-1967
Jack,Garrett,08-06-1959
Norine,McClure,29-01-1971
Dirk,Zukovsky,01-11-1974
Danny,Wexford,13-07-2003
Emerson,Allen,05-09-2001
Dick,Halliwell,12-10-1976
Jonathan,Zapatti,16-03-1991
Zefram,Flute,31-10-1965
Richard,Sugden,29-05-1950
Baba,Cartwright,07-05-1984
Elisa,Maximoff,06-10-1983
Sandy,Dallas,08-10-1961
Ernest,Maxime,27-07-1964
Martin,Russo,08-10-2002
Angela,Canlaster,14-04-1992
Talia,Woods,02-11-1954
Stanley,Burnett,10-12-1958
Demelza,Heat,23-07-1956
Don,Patrick,20-09-1980
Paul,Gently,18-10-1987
Rose,Cool,22-07-1998
Natsumi,Cooper,21-08-1971
Paul,Beckett,05-01-1997
Angela,Zapatti,20-10-1974
Caesar,MacLean,27-05-1975
Anna,De Lesseps,20-01-1964
Tony,Ramsey,23-05-1969
Jesse,Deckard,28-08-1951
Dana,Vector,28-10-1949
Vera,Lawless,13-09-1973
Lennie,Bartlet,20-03-1983
Billy,Hallow,18-02-1983
Didi,MacKenzie,25-10-1983
Joss,Page,26-01-1969
Avon,Magliozzi,04-12-2001
Kit,Spellman,25-06-1995
Barbara,Matthews,30-09-1997
Mel,Corleone,24-07-1974
Joe,de Castro,28-06-2004
Janus,Scarpetta,14-07-1964
Wilfred,Boxer,25-02-1958
Giacomo,Falcon,22-08-1978
Kinman,Gardocki,28-12-1998
Diane,Corinthos,04-04-1980
Ann,Paige,04-03-1982
Peggy,Wright,26-05-2003
Maria,Prefect,26-01-1955
Sharon,Serizawa,30-12-1958
Tom,Tyler,02-07-1977
Jeremiah,Yurinov,20-03-2003
Phil,Hollins,30-08-1982
Jeff,Bolt,27-09-1981
Hecky,Atwater,07-04-1974
Guido,Davenport,15-04-1958
Joseph,Brockman,27-04-1996
Katie,Blake,30-03-1956
Olivia,Wing,03-07-1950
Alecto,Lambert,26-11-1955
Mickey,Tsuna,05-10-2003
Ritsuko,Brown,27-09-1952
Tom,Ranall,24-05-2003
Lloyd,Morgan,10-05-1975
Nicky,Denning,30-03-1985
Marcelino,Thorndyke,22-03-1976
Phil,Jovanovic,25-02-1979
Rose,Del Toro,25-08-1966
Dilys,Lee,11-07-1963
Casanova,Costello,20-12-1976
Agnes,Watson,28-04-1958
Henry,Cooper,25-10-1978
Frederick,Lee,04-12-1962
Shaz,Lopez-Fitzgerald,14-10-1995
Tim,Vinopan,20-08-1959
Harley,Gill,05-01-1955
Chris,Thackeray,06-01-1950
Marlo,Langshaw,19-08-1954
Tom,Dawson,10-04-1987
Gerard,Stillman,30-06-1988
Kaye,Willing,02-07-1997
Charles,Seta,05-11-2001
Roman,Sendo,18-03-1988
Mar?a,Knott,13-03-1974
Tom,Russo,04-11-1986
Michael,Cochrane,12-05-1978
Jake,Stanfield,14-08-1986
Vicki,Kolchak,11-02-1988
Sam,Winslow,16-08-1987
Selsdon,Jessup,25-09-1966
Achille,Brennan,10-03-1965
Ruby,Possible,06-12-1984
Jason,Olemaun,09-02-2002
Frances,Lang,10-12-1981
Celestina,Baily,25-08-1991
Rex,Glicker,02-01-2003
Joe,Franklin,15-05-1993
Tara,MacGowan,30-01-1990
Jefferson,Soap,01-10-1971
Dame,Beresford,02-01-1997
Neil,Wolfe,16-03-2004
Walter,Pullman,09-03-1983
Wayne,Spellman,10-01-1980
Miyuki,Salander,25-12-1960
Alex,Hankle,23-09-1995
Chloe,Parker,06-04-1967
Laura,Chase,25-02-1960
Dan,Von Doom,21-01-1992
Douglas,Grissom,02-12-1981
Jaenelle,Dean,16-09-1945
Jeff,Boyce,08-04-1950
Christopher,Magliozzi,06-10-1950
Liz,Pullman,04-08-1975
Adam,Lindley,29-12-1996
George,Smyth,30-09-1986
Johnny,Speedman,05-09-1958
Miyuki,Bulstrode,14-07-1951
Cristina,Larsen,10-03-1991
Victoria,Starr,04-04-1978
Fred,Sydnor,29-03-2003
Nick,Clarke,06-01-2000
Tristan,Vale,11-02-1999
Rajesh,Omovich,15-08-1972
Laverne,Duncan,11-05-1967
John,Cackle,19-06-1987
Harry,Strong,06-09-2004
Johnny,Taylor,30-06-1999
Angus,Taylor,06-09-1949
Sam,Travis,05-07-1953
Temple,Boxer,01-01-1953
Gianni,Van Tassel,21-06-1994
Edward,Sullivan,23-03-1973
Sophie,Connolly,15-06-1997
Arnold,Hutt,28-02-1969
John,Walker,08-01-1991
Amos,White,18-06-1955
Stuart,Givens,07-07-1963
Casanova,Carlyle,19-04-1981
Sydney,Lopez-Fitzgerald,18-04-1975
Kim,Sharma,26-11-1957
Andromeda,Sanderson,14-02-1997
Donald,Brown,15-06-1999
Claire,Morgan,06-08-1996
Olivia,Troi,29-05-1949
Mark,Skye,27-12-2002
Montana,Goodwin,19-03-1948
Julian,Cox,16-11-2001
Vivian,Fraser,21-04-1955
Valerie,Poppins,25-09-1955
Molly,Shugak,09-03-1983
Rico,Brady,17-06-1967
Roderick,Murtaugh,28-02-1962
Lex,Brockman,11-08-1978
Hal,Vondopoulos,29-05-1958
Piper,Jacobs,05-08-1966
Basil,Nona,20-05-1979
Sonny,Stockmann,20-05-1992
Charlie,Swift,19-10-1993
Alexandra,Spica,14-12-1986
Opara,Spellman,20-03-1957
Nancy,McGraw,19-07-1996
Ben,Wolfcastle,08-09-1986
Sandy,Cameron,06-04-1975
Ford,Aitoro,24-09-1956
Joe,Vane,26-03-1969
Anthony,Corbie,26-07-1957
Peter,Henry,22-06-1982
Ross,Blake,21-09-1952
Leonard,Emmerich,10-04-1952
Grant,Indelicato,03-09-1981
Linda,Meedhan,06-01-1982
Walburga,Lopez-Fitzgerald,12-04-1952
Norine,Light,30-01-1974
Avon,Roberts,14-06-1994
Matt,Manu,20-07-1996
Hrundi,Strange,30-03-1980
Katie,Bigelow,22-07-1999
Beatrice,Blackwood,16-07-1974
Buford,Martin,02-04-1981
Leon,Willing,01-09-1983
Ellen,Black,04-12-1954
James,Stenbeck,26-08-1997
April,Cooper,20-11-2003
Monica,Sugden,28-11-1969
Michael,Chase,13-01-1961
Moira,Williams,06-04-1959
Emil,Owens,06-04-1969
Angua,Standish,30-11-1951
Kingo,Bottom,09-04-1989
Bobby,Kendall,06-10-1966
Danny,Cooper,07-11-2003
Stephen,Moreland,25-07-1977
Wendy,Cammeniti,10-07-1926
Bertha,Smart,06-05-1970
Ruby,Bones,08-04-1993
Annie,Corsi,25-07-1982
Ryan,Bradford,08-09-1983
Peter,Drake,25-07-1999
Carmine,Zucco,21-11-1948
Snapper,Hopper,07-12-1993
Rita,Owens,20-12-1959
Nea,Stape,16-11-1979
Victoria,Tabootie,14-01-1968
Subhash,Blake,07-10-1971
Alecto,Givens,14-06-1994
Agatha,Smythson,10-08-1989
Daniel,Kent,18-11-1963
Gerard,Serrano,01-05-1956
Linda,Ozaki,22-04-1978
Anna,Patrick,16-05-1988
Charity,Soong,26-12-1975
Catherine,Craven,15-08-1988
Meg,Gottwald,23-07-2002
Calleigh,Andonuts,09-01-1959
Angela,Rabbit,07-06-1966
Ivy,Brooke,22-06-1980
Roman,Clarke,08-09-1993
Eddie,Antony,25-09-1968
Hal,Gorbovsky,26-12-1976
Joe,Bradley,27-12-1948
Penelope,Beckett,14-01-1970
Martin,McCartney,01-05-1996
Brynn,Van,19-06-1937
Bo,Fisk,21-08-1954
Hiroshi,Langshaw,25-02-1968
Alexei,Jaffe,06-09-1976
Andy,Dean,19-06-1981
Ruby,Kennedy,16-10-1971
Mendy,Platter,26-03-2003
Chris,Morris,09-09-1964
Clancy,Morgan,09-10-1994
Carmine,Fish,02-08-1951
Myra,Abbott,31-08-1993
Patti,Dunham,09-09-1990
Elizabeth,Maroni,28-02-1993
Mark,Jonas,21-07-1987
Ruby,Sullivan,10-10-1986
Rico,Langton,18-12-1987
Paul,Zaluchi,27-10-1986
Nicky,Jenkins,27-05-1974
Kate,McClure,01-06-1962
Lloyd,Bayles,01-06-1986
Rita,Wolfe,05-10-1957
Seiryo,Owens,02-11-1951
Martha,Cooper,27-08-1979
Kate,Tura,30-12-1978
Bolivar,Sawyer,29-12-1979
Alan,Croft,24-06-2001
Catherine,Delacour,26-08-1960
Lindsay,Fansler,07-05-1994
Jeff,Von Doom,04-07-1994
Tom,Valchek,26-11-1975
Jackson,Parker,11-06-1972
Sharon,Bartlet,02-09-1969
John,Boyle,10-11-1964
Amelia,Wainthropp,02-09-1975
Sonny,Hedley,01-04-1975
Quinn,Butterworth,31-10-1984
Maud,Vondopoulos,10-05-1976
Sam,Vincent,23-07-1990
Miyuki,Glicker,21-12-1961
Julia,Gudmundsdottir,26-03-1968
Stefano,Alvin,23-01-1981
Domenico,Donahue,18-04-1951
Enrique,ORourke,30-04-1976
Johnny,Juntao,31-12-1991
Hagbard,Daniels,26-03-1950
Donna,Drew,12-04-1960
Lewis,Crabtree,18-08-1984
Agnes,Starsmore,16-06-1955
Miguel,Henderson,24-08-1958
Kay,Bennett,01-09-1966
Andy,Quirk,24-10-1958
William,Vinopan,03-10-1962
Mallory,Pearle,02-09-1981
Mere,Charles,21-04-2002
John,Altobello,25-09-1996
Andy,Yurinov,09-06-1965
Gwen,Lewis,13-10-1983
Robert,Flinstone,02-07-1967
Michael,Sprockett,31-05-1966
Brynn,Takata,27-02-1954
Tru,Kelly,17-11-1969
Jesse,Sands,15-10-1938
Lyan,Sharma,22-04-1982
Cedric,Falken,05-04-1997
Ronnie,Spano,13-10-1979
Jerry,Camonte,18-04-1966
Katie,Hill,01-06-1964
Alan,Richards,17-10-1978
Teddy,Nederlander,27-04-1983
Roberta,Taylor,20-08-1984
Chris,Coon,28-06-1984
Tyra,Lemansky,01-08-1960
Carlotta,Baily,23-10-1979
Magrat,Zale,01-05-1966
Leslie,Espinosa,18-07-1985
Kingo,Russo,26-07-1969
Bill,Cotter,21-08-1969
Tim,Bartlett,21-05-2004
Russell,Baxter,08-12-1962
Alan,Loeb,13-05-1984
Doyle,Stockmann,05-07-1993
Tess,Harrington,22-12-1975
Alex,Lane,25-09-1992
Sam,Garrick,20-09-1964
Demelza,Yang,19-01-1995
Charlotte,Sprout,17-11-1988
Kate,Carlyle,15-05-1974
Peggy,Grissom,21-03-1987
Katie,Sanderson,09-02-1964
Fred,Lynch,01-11-1958
Sam,Jackson,15-04-1953
Leonard,Steelgrave,28-04-1958
Mary Ann,Wali,17-04-1960
Cal,Soran,25-01-1993
Monica,Licalsi,10-08-1976
Melody,Ranall,27-06-1960
Ellery,Morales,07-12-1981
Ray,Wheeler,19-08-1976
Max,Stape,11-01-1999
Joey,Lopez,14-07-1963
Alecto,Murphy,21-06-1976
Kirk,Disher,25-09-1957
Otis,Wright,31-03-2003
Sukie,Omovich,16-06-1971
Jiveshwar,Miller,02-11-1971
Saito,Henderson,01-09-1984
Tex,Munson,20-01-1956
Maia,Warbeck,31-01-1974
Jesse,Bartlet,28-11-1969
George,Garrison,25-08-1950
Fiz,Bonner,10-07-1950
Cliff,Smith,09-02-1993
Morgan,Santoro,23-04-1953
Reginald,Marvin,11-04-1996
Paul,Andrews,03-08-1998
John,Corsi,10-04-1982
Hecky,Spaceman,02-08-1953
Ronnie,Lucchesi,15-08-1962
Sara,Manu,09-05-1983
Holly,Railly,11-10-1952
Norma,Steel-Stuart,29-04-1997
Andy,Wexford,04-11-1973
Gregory,Tutuola,25-10-1988
Nino,Denton,12-12-2002
Roderick,Riviera,27-07-1975
Laurel,Lucas,28-11-1965
Isobel,Winslow,05-06-1955
Paul,De Lena,02-05-1966
Caroline,Corsi,25-03-1966
Alphonse,ONeill,24-10-1983
Jo,North,18-06-1984
Henrieta,Lamont,04-02-1987
Zenigata,Overstreet,19-05-1956
Anthony,Krueger,27-09-1953
Gail,Crusher,13-03-1976
Annie,Travis,30-06-1953
Sophie,Aran,14-05-1969
Paul,Schultz,18-05-1971
John,Guarnaccia,15-06-1975
Frank,Angie,22-04-2004
Holly,Jones,25-01-1954
Jenny,Farrell,15-04-1959
Wendell,Kasen,28-08-1983
Constantin,Pullman,03-02-1994
Roberta,Jones,29-04-1952
Todd,Dallas,21-12-1975
Thomas,Smith,12-09-2003
George,Sawyer,17-11-1983
Bo,Darby,24-09-1961
Domenica,Ashton,02-10-1977
Charlie,Neutron,09-12-1964
Fleur,Morales,02-03-1992
Armando,Matthews,20-12-1987
Deanna,Barnes,05-04-1983
Molly,Hanover,23-10-1999
Constance,Yang,17-07-2002
